Number,Point1X,Point1Y,Point2X,Point2Y,D/S,Nominal Value,Impedance Tolerance,Line Width,Line Distance,Line Length,Xpos,XScale,Interval lower limit,Interval upper limit,Determine Method,Testpoint_1,Testpoint_2,Test Code,Layer,Net_1,Net_2
164,96456.7,103149.6,25590.6,36614.2,S,100,   ,6,   ,39596.65766,   ,   ,   ,   ,   ,TOP_953_1,G_1141_10,   ,1,NET_953,NET_1141
165,96456.7,102755.9,25590.6,36614.2,S,100,   ,6,   ,39596.94056,   ,   ,   ,   ,   ,TOP_952_1,G_1141_10,   ,1,NET_952,NET_1141
166,96456.7,101574.8,25590.6,36614.2,S,100,   ,6,   ,39596.65766,   ,   ,   ,   ,   ,TOP_951_1,G_1141_10,   ,1,NET_951,NET_1141
167,96456.7,101181.1,25590.6,36614.2,S,100,   ,6,   ,39596.94056,   ,   ,   ,   ,   ,TOP_950_1,G_1141_10,   ,1,NET_950,NET_1141
168,72834.7,101181.1,25590.6,36614.2,S,100,   ,6,   ,39597.02335,   ,   ,   ,   ,   ,TOP_890_1,G_1141_10,   ,1,NET_890,NET_1141
169,72834.7,101574.8,25590.6,36614.2,S,100,   ,6,   ,39596.74056,   ,   ,   ,   ,   ,TOP_891_1,G_1141_10,   ,1,NET_891,NET_1141
170,72834.7,102755.9,25590.6,36614.2,S,100,   ,6,   ,39597.02335,   ,   ,   ,   ,   ,TOP_892_1,G_1141_10,   ,1,NET_892,NET_1141
171,72834.7,103149.6,25590.6,36614.2,S,100,   ,6,   ,39596.74056,   ,   ,   ,   ,   ,TOP_893_1,G_1141_10,   ,1,NET_893,NET_1141
172,72834.7,104330.7,25590.6,36614.2,S,100,   ,6,   ,39597.02335,   ,   ,   ,   ,   ,TOP_894_1,G_1141_10,   ,1,NET_894,NET_1141
173,72834.7,104724.4,25590.6,36614.2,S,100,   ,6,   ,39596.74056,   ,   ,   ,   ,   ,TOP_895_1,G_1141_10,   ,1,NET_895,NET_1141
174,72836.2,112596.4,25590.6,36614.2,S,100,   ,6,   ,41039.42861,   ,   ,   ,   ,   ,TOP_859_1,G_1141_10,   ,1,NET_859,NET_1141
175,72442.5,112596.4,25590.6,36614.2,S,100,   ,6,   ,40244.15181,   ,   ,   ,   ,   ,TOP_896_1,G_1141_10,   ,1,NET_896,NET_1141
176,72836.1,114171.5,25590.6,36614.2,S,100,   ,6,   ,39596.65766,   ,   ,   ,   ,   ,TOP_897_1,G_1141_10,   ,1,NET_897,NET_1141
177,72836.1,114565.2,25590.6,36614.2,S,100,   ,6,   ,39596.94056,   ,   ,   ,   ,   ,TOP_898_1,G_1141_10,   ,1,NET_898,NET_1141
178,72836.6,115746.1,25590.6,36614.2,S,100,   ,6,   ,40568.08907,   ,   ,   ,   ,   ,TOP_900_1,G_1141_10,   ,1,NET_900,NET_1141
179,73230.3,115746.1,25590.6,36614.2,S,100,   ,6,   ,41364.6328,   ,   ,   ,   ,   ,TOP_899_1,G_1141_10,   ,1,NET_899,NET_1141
180,72834.7,126692.9,25590.6,36614.2,S,100,   ,6,   ,42015.63376,   ,   ,   ,   ,   ,TOP_901_1,G_1141_10,   ,1,NET_901,NET_1141
181,72834.7,128346.5,25590.6,36614.2,S,100,   ,6,   ,42015.63376,   ,   ,   ,   ,   ,TOP_902_1,G_1141_10,   ,1,NET_902,NET_1141
182,72834.7,129921.3,25590.6,36614.2,S,100,   ,6,   ,41858.03376,   ,   ,   ,   ,   ,TOP_903_1,G_1141_10,   ,1,NET_903,NET_1141
183,72834.7,131496.1,25590.6,36614.2,S,100,   ,6,   ,41858.03376,   ,   ,   ,   ,   ,TOP_904_1,G_1141_10,   ,1,NET_904,NET_1141
184,72834.7,132070.9,25590.6,36614.2,S,100,   ,6,   ,40708.43376,   ,   ,   ,   ,   ,TOP_905_1,G_1141_10,   ,1,NET_905,NET_1141
185,72834.7,133070.9,25590.6,36614.2,S,100,   ,6,   ,40708.43376,   ,   ,   ,   ,   ,TOP_906_1,G_1141_10,   ,1,NET_906,NET_1141
186,72834.7,134252,25590.6,36614.2,S,100,   ,6,   ,39596.74056,   ,   ,   ,   ,   ,TOP_907_1,G_1141_10,   ,1,NET_907,NET_1141
187,72834.7,134645.7,25590.6,36614.2,S,100,   ,6,   ,39597.02335,   ,   ,   ,   ,   ,TOP_908_1,G_1141_10,   ,1,NET_908,NET_1141
188,72834.7,136023.6,25590.6,36614.2,S,100,   ,6,   ,39433.8232,   ,   ,   ,   ,   ,TOP_909_1,G_1141_10,   ,1,NET_909,NET_1141
189,72834.7,136220.5,25590.6,36614.2,S,100,   ,6,   ,39434.10623,   ,   ,   ,   ,   ,TOP_910_1,G_1141_10,   ,1,NET_910,NET_1141
190,72834.7,137677.2,25590.6,36614.2,S,100,   ,6,   ,39370.2,   ,   ,   ,   ,   ,TOP_911_1,G_1141_10,   ,1,NET_911,NET_1141
191,72834.7,137795.3,25590.6,36614.2,S,100,   ,6,   ,39370.2,   ,   ,   ,   ,   ,TOP_912_1,G_1141_10,   ,1,NET_912,NET_1141
192,49212.6,137795.3,25590.6,36614.2,S,100,   ,6,   ,39370,   ,   ,   ,   ,   ,TOP_852_1,G_1141_10,   ,1,NET_852,NET_1141
193,49212.6,137677.2,25590.6,36614.2,S,100,   ,6,   ,39370,   ,   ,   ,   ,   ,TOP_851_1,G_1141_10,   ,1,NET_851,NET_1141
194,49212.6,136220.5,25590.6,36614.2,S,100,   ,6,   ,39433.84756,   ,   ,   ,   ,   ,TOP_850_1,G_1141_10,   ,1,NET_850,NET_1141
195,49212.6,136023.6,25590.6,36614.2,S,100,   ,6,   ,39433.56472,   ,   ,   ,   ,   ,TOP_849_1,G_1141_10,   ,1,NET_849,NET_1141
196,49212.6,134645.7,25590.6,36614.2,S,100,   ,6,   ,39596.94056,   ,   ,   ,   ,   ,TOP_848_1,G_1141_10,   ,1,NET_848,NET_1141
197,49212.6,134252,25590.6,36614.2,S,100,   ,6,   ,39596.65766,   ,   ,   ,   ,   ,TOP_847_1,G_1141_10,   ,1,NET_847,NET_1141
198,49212.6,133070.9,25590.6,36614.2,S,100,   ,6,   ,40708.23376,   ,   ,   ,   ,   ,TOP_846_1,G_1141_10,   ,1,NET_846,NET_1141
199,49212.6,132070.9,25590.6,36614.2,S,100,   ,6,   ,40708.23376,   ,   ,   ,   ,   ,TOP_845_1,G_1141_10,   ,1,NET_845,NET_1141
200,49212.6,131496.1,25590.6,36614.2,S,100,   ,6,   ,41857.83376,   ,   ,   ,   ,   ,TOP_844_1,G_1141_10,   ,1,NET_844,NET_1141
201,49212.6,129921.3,25590.6,36614.2,S,100,   ,6,   ,41857.83376,   ,   ,   ,   ,   ,TOP_843_1,G_1141_10,   ,1,NET_843,NET_1141
202,49212.6,128346.5,25590.6,36614.2,S,100,   ,6,   ,42015.43376,   ,   ,   ,   ,   ,TOP_842_1,G_1141_10,   ,1,NET_842,NET_1141
203,49212.6,126692.9,25590.6,36614.2,S,100,   ,6,   ,42015.43376,   ,   ,   ,   ,   ,TOP_841_1,G_1141_10,   ,1,NET_841,NET_1141
204,49214.6,115746.1,25590.6,36614.2,S,100,   ,6,   ,40567.74773,   ,   ,   ,   ,   ,TOP_840_1,G_1141_10,   ,1,NET_840,NET_1141
205,49608.3,115746.1,25590.6,36614.2,S,100,   ,6,   ,41364.6328,   ,   ,   ,   ,   ,TOP_839_1,G_1141_10,   ,1,NET_839,NET_1141
206,49214.1,114565.2,25590.6,36614.2,S,100,   ,6,   ,39596.88195,   ,   ,   ,   ,   ,TOP_838_1,G_1141_10,   ,1,NET_838,NET_1141
207,49214.1,114171.5,25590.6,36614.2,S,100,   ,6,   ,39596.59911,   ,   ,   ,   ,   ,TOP_837_1,G_1141_10,   ,1,NET_837,NET_1141
208,49214.1,112596.4,25590.6,36614.2,S,100,   ,6,   ,41039.28722,   ,   ,   ,   ,   ,TOP_799_1,G_1141_10,   ,1,NET_799,NET_1141
209,48820.4,112596.4,25590.6,36614.2,S,100,   ,6,   ,40244.29321,   ,   ,   ,   ,   ,TOP_836_1,G_1141_10,   ,1,NET_836,NET_1141
210,49212.6,104724.4,25590.6,36614.2,S,100,   ,6,   ,39596.65766,   ,   ,   ,   ,   ,TOP_835_1,G_1141_10,   ,1,NET_835,NET_1141
211,49212.6,104330.7,25590.6,36614.2,S,100,   ,6,   ,39596.94056,   ,   ,   ,   ,   ,TOP_834_1,G_1141_10,   ,1,NET_834,NET_1141
212,49212.6,103149.6,25590.6,36614.2,S,100,   ,6,   ,39596.65766,   ,   ,   ,   ,   ,TOP_833_1,G_1141_10,   ,1,NET_833,NET_1141
213,49212.6,102755.9,25590.6,36614.2,S,100,   ,6,   ,39596.94056,   ,   ,   ,   ,   ,TOP_832_1,G_1141_10,   ,1,NET_832,NET_1141
214,49212.6,101574.8,25590.6,36614.2,S,100,   ,6,   ,39596.65766,   ,   ,   ,   ,   ,TOP_831_1,G_1141_10,   ,1,NET_831,NET_1141
215,49212.6,101181.1,25590.6,36614.2,S,100,   ,6,   ,39596.94056,   ,   ,   ,   ,   ,TOP_830_1,G_1141_10,   ,1,NET_830,NET_1141
216,25590.6,101181.1,25590.6,36614.2,S,100,   ,6,   ,39597.02335,   ,   ,   ,   ,   ,TOP_771_1,G_1141_10,   ,1,NET_771,NET_1141
217,25590.6,101574.8,25590.6,36614.2,S,100,   ,6,   ,39596.74056,   ,   ,   ,   ,   ,TOP_770_1,G_1141_10,   ,1,NET_770,NET_1141
218,25590.6,102755.9,25590.6,36614.2,S,100,   ,6,   ,39597.02335,   ,   ,   ,   ,   ,TOP_772_1,G_1141_10,   ,1,NET_772,NET_1141
219,25590.6,103149.6,25590.6,36614.2,S,100,   ,6,   ,39596.74056,   ,   ,   ,   ,   ,TOP_773_1,G_1141_10,   ,1,NET_773,NET_1141
220,25590.6,104330.7,25590.6,36614.2,S,100,   ,6,   ,39597.02335,   ,   ,   ,   ,   ,TOP_774_1,G_1141_10,   ,1,NET_774,NET_1141
221,25590.6,104724.4,25590.6,36614.2,S,100,   ,6,   ,39596.74056,   ,   ,   ,   ,   ,TOP_775_1,G_1141_10,   ,1,NET_775,NET_1141
222,25592,112596.4,25590.6,36614.2,S,100,   ,6,   ,41039.28722,   ,   ,   ,   ,   ,TOP_739_1,G_1141_10,   ,1,NET_739,NET_1141
223,25198.4,112596.4,25590.6,36614.2,S,100,   ,6,   ,40244.15181,   ,   ,   ,   ,   ,TOP_776_1,G_1141_10,   ,1,NET_776,NET_1141
224,25592,114171.5,25590.6,36614.2,S,100,   ,6,   ,39596.65766,   ,   ,   ,   ,   ,TOP_777_1,G_1141_10,   ,1,NET_777,NET_1141
225,25592,114565.2,25590.6,36614.2,S,100,   ,6,   ,39596.94056,   ,   ,   ,   ,   ,TOP_778_1,G_1141_10,   ,1,NET_778,NET_1141
226,25592.5,115746.1,25590.6,36614.2,S,100,   ,6,   ,40568.08907,   ,   ,   ,   ,   ,TOP_780_1,G_1141_10,   ,1,NET_780,NET_1141
227,25986.2,115746.1,25590.6,36614.2,S,100,   ,6,   ,41364.6328,   ,   ,   ,   ,   ,TOP_779_1,G_1141_10,   ,1,NET_779,NET_1141
228,25590.6,126692.9,25590.6,36614.2,S,100,   ,6,   ,42015.63376,   ,   ,   ,   ,   ,TOP_781_1,G_1141_10,   ,1,NET_781,NET_1141
229,25590.6,128346.5,25590.6,36614.2,S,100,   ,6,   ,42015.63376,   ,   ,   ,   ,   ,TOP_782_1,G_1141_10,   ,1,NET_782,NET_1141
230,25590.6,129921.3,25590.6,36614.2,S,100,   ,6,   ,41858.03376,   ,   ,   ,   ,   ,TOP_783_1,G_1141_10,   ,1,NET_783,NET_1141
231,25590.6,131496.1,25590.6,36614.2,S,100,   ,6,   ,41858.03376,   ,   ,   ,   ,   ,TOP_784_1,G_1141_10,   ,1,NET_784,NET_1141
232,25590.6,132070.9,25590.6,36614.2,S,100,   ,6,   ,40708.43376,   ,   ,   ,   ,   ,TOP_785_1,G_1141_10,   ,1,NET_785,NET_1141
233,25590.6,133070.9,25590.6,36614.2,S,100,   ,6,   ,40708.43376,   ,   ,   ,   ,   ,TOP_786_1,G_1141_10,   ,1,NET_786,NET_1141
234,25590.6,134252,25590.6,36614.2,S,100,   ,6,   ,39596.74056,   ,   ,   ,   ,   ,TOP_787_1,G_1141_10,   ,1,NET_787,NET_1141
235,25590.6,134645.7,25590.6,36614.2,S,100,   ,6,   ,39597.02335,   ,   ,   ,   ,   ,TOP_788_1,G_1141_10,   ,1,NET_788,NET_1141
236,25590.6,136023.6,25590.6,36614.2,S,100,   ,6,   ,39433.76472,   ,   ,   ,   ,   ,TOP_789_1,G_1141_10,   ,1,NET_789,NET_1141
237,25590.6,136220.5,25590.6,36614.2,S,100,   ,6,   ,39434.04756,   ,   ,   ,   ,   ,TOP_790_1,G_1141_10,   ,1,NET_790,NET_1141
238,25590.6,137677.2,25590.6,36614.2,S,100,   ,6,   ,39370.2,   ,   ,   ,   ,   ,TOP_792_1,G_1141_10,   ,1,NET_792,NET_1141
239,25590.6,137795.3,25590.6,36614.2,S,100,   ,6,   ,39370.2,   ,   ,   ,   ,   ,TOP_791_1,G_1141_10,   ,1,NET_791,NET_1141
240,5906.5,6692.6,5905.5,33464.6,S,100,   ,6,   ,39565.67449,   ,   ,   ,   ,   ,BOT_237_0,G_1141_1,   ,4,NET_237,NET_1141
241,5906.5,7086.3,5905.5,33464.6,S,100,   ,6,   ,39561.59096,   ,   ,   ,   ,   ,BOT_236_0,G_1141_1,   ,4,NET_236,NET_1141
242,29528.5,7086.3,25590.6,33464.6,S,100,   ,6,   ,39561.73235,   ,   ,   ,   ,   ,BOT_287_0,G_1141_7,   ,4,NET_287,NET_1141
243,29528.5,6692.6,25590.6,33464.6,S,100,   ,6,   ,39565.87449,   ,   ,   ,   ,   ,BOT_286_0,G_1141_7,   ,4,NET_286,NET_1141
244,53150.6,6692.6,25590.6,33464.6,S,100,   ,6,   ,39565.67449,   ,   ,   ,   ,   ,BOT_336_0,G_1141_7,   ,4,NET_336,NET_1141
245,53150.6,7086.3,25590.6,33464.6,S,100,   ,6,   ,39561.53235,   ,   ,   ,   ,   ,BOT_337_0,G_1141_7,   ,4,NET_337,NET_1141
246,76772.6,7086.3,25590.6,33464.6,S,100,   ,6,   ,39561.73235,   ,   ,   ,   ,   ,BOT_387_0,G_1141_7,   ,4,NET_387,NET_1141
247,76772.6,6692.6,25590.6,33464.6,S,100,   ,6,   ,39565.87449,   ,   ,   ,   ,   ,BOT_386_0,G_1141_7,   ,4,NET_386,NET_1141
248,100394.7,6692.6,25590.6,33464.6,S,100,   ,6,   ,39565.67449,   ,   ,   ,   ,   ,BOT_436_0,G_1141_7,   ,4,NET_436,NET_1141
249,100394.7,7086.3,25590.6,33464.6,S,100,   ,6,   ,39561.59096,   ,   ,   ,   ,   ,BOT_437_0,G_1141_7,   ,4,NET_437,NET_1141
250,124016.7,7086.3,25590.6,33464.6,S,100,   ,6,   ,39561.59096,   ,   ,   ,   ,   ,BOT_487_0,G_1141_7,   ,4,NET_487,NET_1141
251,124016.7,6692.6,25590.6,33464.6,S,100,   ,6,   ,39565.67449,   ,   ,   ,   ,   ,BOT_486_0,G_1141_7,   ,4,NET_486,NET_1141
